MachineID,Temperature,Pressure,Vibration,Humidity,RunTime,MaintenanceRequired,FaultCode,LastMaintenance,FailureCount
51,97.56677022,18.21331755,2.567589334,70.95536631,55.5528099,1,D,03-01-2023,1
52,82.01062587,29.3215879,4.751396118,57.35638213,65.96316177,0,E,03-01-2023,1
53,95.15991533,20.74135024,2.678444852,32.03925067,130.0731121,0,B,03-01-2023,0
54,91.58618803,21.4984666,1.970952473,45.75041376,151.3989519,1,A,03-01-2023,4
55,67.8319983,36.27024254,4.241015643,58.77747539,149.9053218,1,E,03-01-2023,2
56,93.7499388,48.74149327,2.464913552,77.5296983,101.9748113,1,B,03-01-2023,2
57,27.07940016,34.14548802,2.359512553,72.95651799,162.1641076,1,A,03-01-2023,1
58,35.67862899,13.07917868,2.451562447,41.41778071,87.41561655,1,A,03-01-2023,1
59,23.61818311,13.02334455,4.233925009,41.0054915,24.77611306,0,C,03-01-2023,0
60,46.02642646,48.05692883,4.159707708,40.05864836,112.8883683,0,A,03-01-2023,0
61,51.09418318,21.89163161,2.017599962,76.12494482,190.4602769,0,B,03-01-2023,1
62,41.70792254,13.68267944,1.666499299,72.63330766,158.5987303,0,E,03-01-2023,2
63,86.29900073,33.96178349,2.45964012,68.74417161,115.7401295,0,E,03-01-2023,1
64,48.54026614,34.94595113,2.863862549,49.63675571,129.3611321,0,C,03-01-2023,1
65,42.47476077,35.9401928,1.191686053,55.21903521,186.1124054,0,B,03-01-2023,0
66,63.41568665,20.69608111,3.969775424,53.21658724,85.66855889,0,A,03-01-2023,0
67,31.273938,10.60442737,2.432413829,42.66990538,66.27882779,1,C,03-01-2023,2
68,84.17575846,48.60061478,1.670227742,55.25140231,195.448313,1,D,03-01-2023,0
69,25.96405149,20.03572183,0.534104965,31.52482739,172.6886267,0,B,03-01-2023,1
70,98.95095493,37.04105152,1.194225802,36.59051867,64.60871692,0,C,03-01-2023,1
71,81.77958154,38.2651948,4.746405859,74.32947981,92.75611947,0,E,03-01-2023,0
72,35.89725452,34.40029668,1.525498434,67.58398835,83.0156258,1,C,03-01-2023,2
73,20.44176937,22.51629577,0.844296447,51.14342045,29.81913573,1,D,04-01-2023,2
74,85.23691428,20.84385015,2.303363958,55.85751811,191.5638648,0,B,,0
75,76.54858751,33.90673131,1.535438717,48.4999443,80.86248624,1,C,04-01-2023,1
76,78.32057344,44.64382534,0.175796251,67.03899336,175.0658165,0,A,04-01-2023,0
77,81.70162773,47.86934916,1.615726086,69.20935896,37.87124554,0,B,04-01-2023,3
78,25.92357214,14.23623218,2.72054312,68.16425951,109.5741621,0,C,04-01-2023,6
79,48.67725828,16.1931445,2.75856186,,4.792277025,0,C,04-01-2023,1
80,29.26952476,47.78945035,1.782794606,40.22521693,152.8440968,0,B,04-01-2023,2
81,89.04827407,39.46140913,2.236513781,46.89849896,116.1827796,1,E,04-01-2023,2
82,69.86385015,45.31975299,4.827589591,,125.1179167,0,A,04-01-2023,0
83,46.47184199,18.10530537,1.886742386,46.53964957,10.34417651,0,B,04-01-2023,0
84,25.08466802,33.50343484,1.291134066,67.74701001,42.20766604,0,A,04-01-2023,0
85,44.87858574,38.04558378,1.21733522,46.46767621,14.86617447,0,A,04-01-2023,1
86,46.01466576,37.20447542,2.288823064,36.91160434,57.78286316,1,B,04-01-2023,0
87,78.36849427,,3.797600744,49.9520226,125.4878015,0,C,04-01-2023,2
88,71.00459771,10.61579567,1.029940921,78.99572164,113.2371969,0,E,04-01-2023,0
89,90.97701941,33.31704227,3.546480636,41.29407065,122.4299643,1,A,04-01-2023,1
90,57.77719401,20.12406157,0.105749117,60.60793295,109.8502543,0,A,04-01-2023,2
91,29.56753968,28.01016985,2.09466489,51.64865249,54.60575914,0,C,04-01-2023,2
92,77.05958298,48.3032406,3.879325326,33.55122838,48.90149947,0,B,04-01-2023,2
93,80.86280389,25.96141271,1.693664779,54.3938303,27.41193671,0,E,04-01-2023,1
94,64.90217581,43.59206427,2.818685507,65.10821643,169.814175,1,A,04-01-2023,2
95,81.6773744,17.54162423,1.024896164,55.66099879,123.2958717,0,A,04-01-2023,2
96,59.50364771,36.89841992,3.709976956,73.60530319,37.3022025,0,B,04-01-2023,1
97,61.81862635,49.08027818,0.261395516,44.44685083,35.44187596,1,C,05-01-2023,0
98,54.20328147,14.07572403,4.262713224,34.31245857,174.6071203,0,D,05-01-2023,0
99,22.03353014,10.33279769,0.990981932,76.82828058,148.5461728,0,C,05-01-2023,1
100,28.63131416,27.34331171,4.371990159,48.90981748,131.879816,1,A,05-01-2023,0
101,22.51433485,13.70501932,1.762646207,58.82027757,81.37282151,0,A,05-01-2023,0
102,70.9128329,39.93537399,,69.60015631,52.39511286,1,E,05-01-2023,0
103,45.14847849,46.58194655,1.596126489,46.21568319,195.8901526,0,C,05-01-2023,2
104,60.68565529,27.36083891,4.529558356,65.80822691,159.447915,1,D,05-01-2023,1
105,92.60531791,20.34846569,,36.77094249,60.35584463,0,E,05-01-2023,2
106,39.94337833,27.37613276,0.892598946,44.56468736,169.5129593,0,D,05-01-2023,0
107,52.83063384,38.93791271,2.465150626,37.23553181,151.7863897,1,E,05-01-2023,2
108,80.44409108,10.36216646,0.409692195,70.56152792,59.41610998,0,C,05-01-2023,0
109,38.30385324,33.57815958,0.979900924,41.13246176,85.31057085,1,A,05-01-2023,2
110,26.15839279,34.5316674,4.718831911,65.87017777,37.19068908,1,D,05-01-2023,2
111,43.18011623,35.50752988,4.882448306,77.16491986,22.21048888,1,C,05-01-2023,2
112,32.89770298,19.6808832,1.881296647,56.38861045,144.5524066,1,D,05-01-2023,0
113,94.37581219,38.56210894,4.616430105,57.00145961,53.50237147,0,C,05-01-2023,0
114,84.64963037,13.65565945,2.724123378,53.0516784,164.0118731,1,E,05-01-2023,4
,70.67230052,17.97081346,1.348712329,46.29450717,199.1217423,0,C,05-01-2023,1
116,89.71684722,45.09880187,3.511993605,53.78275155,15.32396279,0,E,05-01-2023,1
117,84.29376615,39.54892603,3.294509033,60.14037661,94.60702502,1,A,05-01-2023,0
118,34.92560471,10.54982216,4.945626596,79.29957861,160.4125119,1,E,05-01-2023,2
119,91.40471988,19.93505041,1.325236437,76.88822797,157.7901793,0,B,05-01-2023,2
120,63.14737935,18.57625932,3.360297513,73.10764791,151.9994317,1,A,05-01-2023,1
121,84.59521241,20.83225312,0.260118775,74.45652679,69.79898706,0,C,06-01-2023,1
122,91.68730399,19.90239081,0.568230193,53.39245916,90.77065114,1,C,06-01-2023,2
123,45.440278,12.50105183,0.019591875,62.87221636,118.9936715,0,B,06-01-2023,0
124,28.80415396,28.35762066,4.997303405,74.75333615,194.7881167,0,C,,3
125,38.234813,39.30933899,4.011368486,49.64753825,65.50945419,1,A,06-01-2023,2
126,54.16862309,34.26926899,3.933615074,78.08812392,184.6287775,0,A,06-01-2023,2
127,85.44118127,36.91486674,2.548630376,50.7893031,53.87138364,0,E,06-01-2023,1
128,88.85844666,13.24596714,1.500335415,60.05413327,197.8148931,1,D,06-01-2023,1
129,20.55617044,48.05962841,0.756321422,65.49023566,134.0527374,1,C,06-01-2023,0
130,60.85978421,43.53967335,1.423373694,77.52960065,92.70229607,1,B,06-01-2023,1
131,53.39288025,42.20361274,1.87985611,42.2308137,122.6780856,1,A,06-01-2023,1
132,37.76862484,42.9193522,3.781550485,67.30654891,54.50623381,1,A,06-01-2023,0
133,29.58922939,47.30842033,2.698308945,56.04077931,54.8347715,0,A,06-01-2023,0
134,47.00921371,31.77015864,0.387418133,43.42785703,22.71090877,0,D,06-01-2023,0
135,95.43277631,18.01128071,0.090145045,68.83034199,22.81005954,1,D,06-01-2023,3
136,45.85623456,34.67134431,0.511660898,57.61111401,69.53434829,0,C,06-01-2023,2
137,61.50324974,39.71525975,2.052493568,63.04869103,152.5710956,0,B,06-01-2023,2
138,76.24151671,39.51669573,4.665964585,46.14505343,121.5942335,0,D,06-01-2023,1
139,49.09036819,30.85796097,3.187012406,54.06369759,20.51691207,0,E,06-01-2023,0
140,97.74256662,12.73834877,4.009129499,60.86771255,170.447305,0,D,06-01-2023,2
141,96.9957836,24.84451754,2.331872973,50.24554071,120.2735254,1,A,06-01-2023,1
142,40.14258367,46.83066434,1.808330416,39.91862699,192.1711154,1,B,06-01-2023,2
143,59.77988047,33.37795639,0.542001864,78.08202462,134.0370935,0,C,06-01-2023,1
144,44.07026479,31.53327773,4.379665111,55.573377,35.03497274,0,D,06-01-2023,1
145,42.78723955,20.75414058,3.915800145,66.69601851,94.75667246,1,A,07-01-2023,3
146,22.95095579,24.7379568,0.840590488,50.55235968,129.6995195,1,E,07-01-2023,1
147,68.76514672,45.81384357,,47.7565882,5.65294021,1,E,07-01-2023,2
148,60.21432186,36.6585219,2.43687404,50.35821492,2.982052831,1,C,07-01-2023,1
149,24.1183001,41.49548107,3.125457763,50.45983219,25.88060012,0,C,07-01-2023,3
150,42.29171714,28.17381692,4.73093447,57.2090058,50.33288701,1,D,07-01-2023,1
151,92.66127088,35.20988878,2.898857209,57.1734935,85.9098247,1,C,07-01-2023,2
152,39.16495125,19.93534435,2.701086334,54.85769079,97.48809475,0,A,07-01-2023,1
153,31.59158977,38.21843321,0.251614665,36.73928925,27.60552179,1,A,07-01-2023,2
154,59.15622082,27.10405335,0.31453738,54.80377393,134.6783158,1,A,07-01-2023,0
155,98.85203633,27.70182059,0.936733957,38.45519502,119.2276123,1,D,07-01-2023,2
156,39.36442172,35.97289298,0.162353858,36.30678931,58.89281977,1,D,07-01-2023,0
157,73.77084379,47.45122486,3.716764478,76.63228587,2.731976687,1,C,07-01-2023,0
158,80.92956923,12.56025386,3.61665152,60.24750066,15.52958307,0,D,07-01-2023,
159,39.01100352,42.98972949,0.680281172,,78.3389551,0,A,07-01-2023,1
,78.25730789,21.69532442,4.180394504,50.08968352,30.79487023,0,B,07-01-2023,3
161,49.42265062,27.75677818,0.773930174,75.4490446,75.36392123,0,A,07-01-2023,2
162,70.58446645,10.87653315,1.505877935,61.89652448,125.6365209,0,B,07-01-2023,2
163,70.68237686,22.04184311,1.244884496,68.45849348,109.4474856,1,C,07-01-2023,3
164,62.86197473,30.10524971,1.861535493,48.42812345,46.23517663,1,E,07-01-2023,1
165,27.2231816,12.24704309,1.273318829,78.00059404,68.76449825,1,D,07-01-2023,3
166,86.82419965,29.64382918,2.444754632,71.02306451,122.8062397,,D,07-01-2023,1
167,45.6624052,47.08442515,2.037039407,72.69742315,172.1710056,1,A,07-01-2023,2
168,34.92148083,14.21572872,4.932847454,38.60971337,150.6426877,1,A,07-01-2023,
169,23.26201132,40.57762912,0.279631751,43.54816039,110.6800054,1,B,08-01-2023,1
170,67.27143546,26.38684214,0.710906882,44.28132998,72.45859966,1,D,08-01-2023,1
171,74.20514895,36.20694858,0.26412947,43.54546116,73.01025551,1,C,08-01-2023,0
172,21.32702631,20.40946392,3.129205975,72.77040811,175.8834621,1,A,08-01-2023,2
173,60.96744466,16.3796905,0.272546387,31.59423976,7.848715208,1,D,08-01-2023,1
174,38.11966202,16.41850457,4.182198687,33.80499945,197.5965289,1,E,08-01-2023,1
,71.61382323,12.81967783,2.559693153,43.69574353,,1,B,08-01-2023,1
176,33.94931432,17.4258682,,,136.2275398,0,A,08-01-2023,0
177,75.27501905,36.5687754,2.807972539,41.59298069,7.599567461,1,A,08-01-2023,0
178,50.9388277,45.26762447,0.854068532,69.89715946,121.105855,0,C,08-01-2023,0
179,94.9383991,42.56502742,0.988451516,58.15632969,96.95561202,1,A,08-01-2023,1
180,31.00167553,37.40537239,1.594086614,30.28853306,21.15578138,1,,08-01-2023,0
181,47.28530808,14.41727454,2.967482079,51.46613829,55.58440215,1,D,08-01-2023,1
182,29.0778817,21.56749785,1.05058888,50.39424634,178.0628912,0,D,08-01-2023,1
183,93.97548946,22.39227501,0.581658636,35.69726347,109.9976832,0,E,08-01-2023,1
184,90.18714827,19.99827786,4.850584432,63.80708943,82.68331503,1,E,08-01-2023,0
185,40.63533022,30.60022639,0.109909074,65.10485942,14.53643117,1,A,08-01-2023,1
186,72.79872368,31.4221526,4.013487027,66.04466095,142.8243055,1,E,08-01-2023,0
187,85.37777602,24.27543901,3.940175748,66.42354728,140.5701647,1,E,08-01-2023,1
188,64.41606493,24.15156635,1.486070569,30.00264135,122.8087214,0,C,08-01-2023,1
189,62.37204627,43.14222392,0.67813308,77.69604019,102.0525292,0,E,08-01-2023,2
190,39.34818327,41.57171393,0.728143234,70.71043835,86.75688044,1,B,08-01-2023,1
191,27.44822142,22.31183327,3.487158086,75.19908483,118.6542186,0,B,08-01-2023,0
192,91.77726064,46.55153775,3.214032955,30.78216477,46.67909035,0,B,08-01-2023,1
193,92.03344457,,3.913728371,76.69293979,188.2518128,1,A,09-01-2023,0
194,70.64811658,23.06970168,4.687405862,70.48942643,117.7589058,1,D,09-01-2023,2
195,47.12238328,24.17699795,3.459636816,71.86095715,62.23848887,1,C,09-01-2023,1
196,47.93676597,30.22536614,0.779257683,34.66436924,89.93597018,0,A,09-01-2023,1
197,78.07645431,,1.217213084,,161.1369578,1,,09-01-2023,1
198,91.7688208,45.05277733,4.210968654,77.99583448,32.32321215,0,C,09-01-2023,3
199,90.96691394,14.1027185,1.046530379,63.92736707,58.56712449,1,C,09-01-2023,0
200,82.39004367,25.70922973,0.362611585,58.52807023,135.9016045,1,C,09-01-2023,1
201,71.36253169,,3.51640027,77.28148389,63.0978413,0,B,09-01-2023,3
202,,30.1252989,2.012631777,52.14685609,158.5003364,0,B,09-01-2023,1
203,32.93029713,17.75452272,4.600200263,59.96467832,26.09069744,0,B,09-01-2023,0
204,91.88433508,44.35267085,3.251275355,53.81691467,152.5372341,0,C,09-01-2023,2
205,68.51432477,37.07763132,0.452094889,76.64231107,13.67034297,0,C,09-01-2023,1
206,20.73576413,43.51633499,4.739282836,33.80423634,2.518522533,0,B,09-01-2023,1
207,28.11772343,44.35057117,1.292786318,55.05598504,179.6447038,1,C,09-01-2023,1
,73.08014153,39.93423415,1.686062452,64.34762207,116.2678434,0,B,09-01-2023,1
209,20.40492671,27.56842405,2.011302068,69.59532692,70.36537942,0,B,09-01-2023,0
210,32.86464411,34.4218702,0.256121482,59.15093237,46.51892739,1,B,09-01-2023,2
211,63.89870315,16.41461624,2.482577111,75.44588721,123.3771567,0,D,09-01-2023,2
212,75.35161582,36.9458167,0.616592455,77.09957234,101.8004367,0,C,09-01-2023,0
213,72.15690076,17.17013023,2.004851633,33.21596116,198.3195551,1,A,09-01-2023,
214,37.94154476,37.75798362,1.75354894,50.11852698,196.6431973,1,B,09-01-2023,0
215,76.97433771,19.18392643,3.864200417,31.17295109,127.0049132,1,A,09-01-2023,0
216,38.979927,14.70205201,4.015852558,46.47083287,88.57410122,0,D,09-01-2023,2
217,46.03197585,16.61137961,0.767064412,56.8434109,98.22819383,1,C,10-01-2023,0
218,79.71931241,10.07968541,1.832755937,,136.4958132,0,B,10-01-2023,1
219,71.97063192,38.74958471,1.866765805,72.32771612,20.31490885,1,B,10-01-2023,0
220,87.93787284,39.29604196,0.75705222,36.37498633,65.67041476,0,B,10-01-2023,3
221,72.60903138,30.597334,3.992267525,34.65151874,15.0544482,1,A,10-01-2023,
222,65.46468827,16.45451204,3.536141642,59.46336694,14.6721519,1,D,10-01-2023,0
223,27.49398143,13.3421735,0.951908931,56.60589862,39.16784838,1,C,10-01-2023,2
224,49.41726424,10.76515866,1.833609543,43.31888207,97.05065092,0,,10-01-2023,0
225,41.21618941,16.62992708,0.529025124,74.97265423,156.9548642,0,B,10-01-2023,0
226,39.51917147,45.6342214,3.141032985,76.36832047,97.09917823,1,D,10-01-2023,2
227,97.84084438,19.66147367,0.606859623,50.13057192,67.09532211,1,A,10-01-2023,1
228,51.44781797,24.17085309,4.929670843,74.51512786,16.47059807,1,E,10-01-2023,0
229,91.36372441,14.21381938,3.903410373,49.19744471,110.0591046,1,E,10-01-2023,2
230,70.49109008,,1.951192748,66.84084159,54.2537173,0,C,10-01-2023,0
231,83.58490428,30.76898283,2.892819661,53.79711088,122.9868356,1,C,10-01-2023,0
232,60.21096745,34.31010732,4.556709081,36.12915783,195.4375478,1,D,10-01-2023,1
233,66.15231077,19.81409257,2.770496402,76.39671006,22.2628643,0,C,10-01-2023,1
234,59.40141551,12.30928637,0.872492432,52.70482967,42.42507974,0,A,10-01-2023,0
235,35.61943902,25.64131477,1.893516778,66.72435202,94.61890762,1,B,10-01-2023,1
236,77.79616922,19.36813484,4.215724325,48.35869072,193.7227631,1,B,10-01-2023,3
237,42.461789,18.78215693,3.22106508,30.94404393,154.3619553,0,D,10-01-2023,1
238,21.94527731,48.39451211,3.253621922,35.02651793,179.6458386,0,B,10-01-2023,2
239,71.63778367,34.65201944,4.334107428,54.81097397,66.7429697,1,D,10-01-2023,0
240,34.16885435,32.27513773,4.469865287,64.49821786,198.4076948,0,C,10-01-2023,5
241,95.23668675,26.63100414,4.598962859,46.73676633,20.56656321,0,C,11-01-2023,0
242,96.31428616,27.15777334,0.474245966,64.77442296,10.59458121,1,A,11-01-2023,0
243,93.18915122,31.63620015,2.72063001,64.93177947,171.1205254,1,B,11-01-2023,1
244,49.61269602,37.85719228,3.702547606,65.19679537,185.452974,0,A,11-01-2023,1
245,21.23652932,38.08584385,3.784634226,54.6260927,18.11707151,1,E,11-01-2023,1
246,94.26548501,16.86775631,3.03358101,75.74430751,,1,A,11-01-2023,1
,54.25473187,30.00451008,0.833936676,54.4598259,6.634831551,1,D,11-01-2023,0
248,97.33238552,26.4783238,3.98710277,52.51325967,20.90151253,1,D,,3
249,97.08959817,44.82107865,3.600556668,39.96904095,41.88396336,1,A,11-01-2023,0
250,88.24075644,35.25675685,0.430678858,45.38275437,194.0153238,0,C,11-01-2023,0
251,43.55591137,31.30016266,2.319049123,32.11672463,133.5720444,0,E,11-01-2023,0
252,50.80781829,14.61578569,0.869886998,61.67676468,155.7106051,1,A,11-01-2023,0
253,88.09093372,34.22551557,1.687385229,42.4267872,155.2278807,1,C,11-01-2023,0
254,45.35376041,14.68815623,0.090405461,45.20776272,107.01475,1,A,11-01-2023,4
255,33.55941973,23.48826302,2.001649342,68.54072608,159.4977955,0,B,11-01-2023,1
256,64.544101,15.71367859,2.749384606,46.36105916,119.1615065,0,D,11-01-2023,0
257,94.89238193,37.68294588,3.097912964,42.1097946,62.90921952,0,B,11-01-2023,4
258,75.68238373,18.25008455,3.317451726,38.45288746,112.2220218,0,B,11-01-2023,1
259,65.60489361,25.67437493,4.181456566,68.74292011,106.7017172,1,E,11-01-2023,3
260,27.7741195,45.8269911,1.077314536,36.4853129,164.6906108,1,C,11-01-2023,
261,69.20057814,18.17265534,0.602409112,52.68768801,196.3454435,0,D,11-01-2023,0
262,99.20430801,30.31220256,4.257685859,55.3465058,82.20851308,0,B,11-01-2023,1
263,31.20672122,26.77086645,0.783064074,64.36949563,152.6781357,1,D,11-01-2023,0
264,61.46637219,10.72496164,4.873800407,61.66417412,19.95260081,1,C,11-01-2023,0
265,90.18984575,41.71032454,4.212691147,70.53603365,155.3662739,1,A,12-01-2023,2
266,79.26148942,12.76183625,2.504383029,32.2375717,74.2833824,1,B,12-01-2023,1
267,75.76125928,28.97020084,4.907107125,44.82203624,7.878032578,1,C,12-01-2023,0
268,76.19872672,32.4271318,0.486883646,44.00670594,72.64923571,0,D,12-01-2023,2
269,48.7592921,35.13705826,1.515328806,37.30084528,122.1285502,1,C,12-01-2023,0
270,43.48734754,37.54526517,3.191122075,44.45891269,23.85003354,0,A,12-01-2023,2
271,84.74889244,20.13089534,1.750034342,45.48826571,184.8068985,0,C,12-01-2023,0
272,84.80907157,10.39915107,4.64186276,56.0942231,15.53448265,1,D,12-01-2023,3
273,89.36578549,38.93774649,0.328130441,63.18522395,186.001344,0,B,12-01-2023,0
274,93.0592442,31.42626397,2.74705916,49.05502568,141.4275036,0,B,12-01-2023,1
275,60.90739191,43.44470813,2.954331337,65.97351157,65.94243508,1,E,12-01-2023,2
276,60.12130357,42.85553452,3.263640619,46.80826693,78.15006954,0,D,12-01-2023,3
277,83.86361432,43.73304671,1.278331117,44.51418387,148.1618729,1,E,12-01-2023,0
278,71.99711446,29.4037864,1.822832138,57.05940279,120.2942202,1,E,12-01-2023,2
279,76.15735018,23.34513583,4.218402648,31.18581802,134.3285843,0,A,12-01-2023,0
280,83.66341355,41.6623281,0.974713845,33.98945618,77.8329233,1,D,12-01-2023,1
281,91.20042735,28.05176452,4.134339236,50.89847718,97.56269636,1,B,12-01-2023,4
282,47.03961255,17.33768786,2.813277115,77.14563557,197.9734968,0,D,12-01-2023,3
283,50.04663621,44.19896078,3.810937556,66.07558899,42.7845741,1,A,12-01-2023,0
284,27.51855519,45.30239507,3.568036831,34.40632848,83.5712373,0,D,12-01-2023,0
285,66.26241128,28.65239025,1.037557477,72.31590064,58.36463751,0,D,12-01-2023,1
286,22.8753819,13.02798909,2.844063682,66.61503853,153.0223021,1,E,12-01-2023,2
287,57.24784145,25.5130436,4.338615764,60.54732629,152.8025251,0,D,12-01-2023,2
288,63.41157078,42.14150638,2.160581184,71.01464803,58.4890922,1,E,12-01-2023,0
289,42.92330017,46.07096114,4.832953851,50.20549239,16.27806333,0,E,13-01-2023,0
290,67.26666085,18.1389097,2.261075501,41.07505254,2.286535334,1,C,13-01-2023,1
291,22.44002,12.67894448,0.713928183,55.60116946,85.49010665,1,A,13-01-2023,3
292,22.9878551,45.09401813,1.9471734,57.44208778,82.06751887,0,E,13-01-2023,0
293,85.80804485,25.57619756,4.758512032,56.9163186,197.6779757,0,D,13-01-2023,3
294,48.81525131,31.67043857,1.598604247,58.25368957,93.96041514,1,E,13-01-2023,1
295,30.16484101,48.72263248,4.340490799,77.43524591,51.28367392,1,E,13-01-2023,0
296,61.7794608,12.66258912,4.406253408,75.11228115,178.2458882,0,E,13-01-2023,0
297,81.59948425,35.9327203,,73.78585183,98.21358993,1,B,13-01-2023,1
298,37.2656822,12.9642169,0.41628829,70.07084055,119.835127,1,B,13-01-2023,0
299,69.83123807,25.01875714,3.622789546,77.17140536,19.13374209,0,B,13-01-2023,0
300,26.8277972,42.15258181,1.557561495,34.92473208,76.58328147,0,B,13-01-2023,2
301,24.13453769,27.33888931,3.914618071,43.25616307,188.8447349,1,C,13-01-2023,2
302,62.50837053,49.88729416,2.213274241,54.75279728,117.9010768,0,E,13-01-2023,0
303,63.25080973,32.3623714,2.426333712,72.32672466,68.90037103,0,C,13-01-2023,1
304,70.99439212,22.84648611,3.889547034,55.25828558,125.1334361,,D,13-01-2023,0
305,78.0873067,18.80445304,1.911816655,67.40173697,182.0822179,0,A,13-01-2023,1
306,98.06816636,24.02082137,2.215636727,36.94799526,54.79812009,0,C,13-01-2023,3
307,61.30402786,24.90133095,1.880952344,42.62069065,101.0233437,1,B,13-01-2023,0
308,45.83651784,12.74854711,1.836702576,66.58880475,191.7381308,0,B,13-01-2023,3
309,83.61489558,24.78296798,2.629732885,38.23670044,34.47922866,1,D,13-01-2023,0
310,41.6665801,28.56954079,4.043997223,47.56779673,143.9327851,0,E,13-01-2023,0
311,55.11771366,38.90951009,1.80884156,43.24331289,122.8962016,0,A,13-01-2023,1
312,26.27651051,36.26917939,2.621273603,47.49308471,135.9350262,1,C,13-01-2023,
